score,title,author,date,comment
4,Organic Seaweed Snacks Review,"Barbara M.,",13-Nov-18,"I bought the Ocean's Halo Wasabi flavor Seaweed Snack since I never received the coupon. Great snack pack size, crisp texture, lightly spiced wasabi flavor. All over, excellent product. Family loved it, including kids."
3,Organic Seaweed Snacks Review,"Nicholas O.,",29-Oct-18,"It was ok, texture was kind of weird and the taste had a kind of spice to it. Overall, I will say it's not bad but I would want to taste more different flavors to see if the ""spice"" taste is natural since its seaweed."
5,Organic Seaweed Snacks Review,"Jeff B.,",30-Oct-18,"The Ocean's Halo seaweed snacks are a great value. I tried out the sea salt version. Each sheet is a nice bite size shape. There are about a dozen sheets in the pouch. If you like seaweed snacks, this is a good option."
4,Organic Seaweed Snacks Review,"Kim L.,",12-Jan-19,This was different. It's kind of crunchy but the taste is pretty good. There really isn't a aftertaste. I know it's very healthy for you. My daughter is a fan of seaweed too!!
4,Organic Seaweed Snacks Review,"Michele C.,",26-Nov-18,Very light snack and satisfied with the salty texture. Great for my Weight Watchers points value. Not something I would enjoy everyday. Love the flavor choices
5,Organic Seaweed Snacks Review,"Traci W.,",10-Nov-18,"These were very hard to find in my area, but we did find them and they were a hit with everyone! I was a little nervous about seaweed snacks but they are surprisingly good and we will be buying them again!! Thank you for the chance to try them!"
3,Organic Seaweed Snacks Review,"Sabina M.,",10-Jan-19,It was not as good as I thought it would be.I love seaweed but it just did not have enough flavor for me. Disappointed. Also the product does not have enough in it for the money it cost.
4,Organic Seaweed Snacks Review,"Christine M.,",25-Nov-18,I thought this product tasted delicious..I brought it on the go to work with me and it was a delicious healthy snack! I'll definately be buying all the flavors
5,Organic Seaweed Snacks Review,"Guadalupe G.,",24-Nov-18,I have never try it before but we received the sample n we tried it it was just created so I would recommended to my friends n my family cause it tested really good
5,Organic Seaweed Snacks Review,"Amy C.,",10-Nov-18,My son loves seaweed. If he could have it everyday he would. This was great. I just wish your products were easier to find. I would love to find the ramen noodles but can't find them at any of my stores.
5,Organic Seaweed Snacks Review,"Melanie .,",18-Dec-18,"it was SOOOOO tasty better than a regular noodle meal for sure.I will definitely make another trip to the store to get this weekly. And the price was great as well,; thank you for making such a yummy product.my kiDS LOVE IT."
4,Organic Seaweed Snacks Review,"Karen G.,",06-Dec-18,"I used Halo Organic Seaweed Snacks cut into salads. The Ones I liked were sea salt, & bacon, They gave my salads extra crunch. I would recommend Seaweed snacks . I will buy them again"
4,Organic Seaweed Snacks Review,"Robin T.,",28-Nov-18,"I enjoyed my Miso noodle bowl. Instructions were very easy to follow, and the miso broth has a good flavor. My only critique would be that the noodles came out a little gummy -- may have just been that I didn't leave it in the microwave long enough."
5,Organic Seaweed Snacks Review,"jennifer K.,",25-Oct-18,"it was good and i like how heathly the snack was alot ,and would like to try another flavors out their thank you for let me try this alot it was yummy."
4,Organic Seaweed Snacks Review,"April S.,",05-Dec-18,These seaweed snacks were better than I expected. I have had other brands from the Asian market in the past that were not very good. I tried these in wasabi and the chili lime flavor. The chili lime was my favorite of the 2 flavors.
5,Organic Seaweed Snacks Review,"renee A.,",08-Dec-18,"I tried the Ocean's Halo Seaweed Snacks in the Chili Lime flavor.The chili was mild and not overwhelming. I could tell the difference between the Organic seaweed and the In-organic seaweed I had tried with other brands, Buy organic when you can."
5,Organic Seaweed Snacks Review,"jamie B.,",05-Dec-18,I was surprised of the quality & taste of these deliciously delicate delights.. I never knew seaweed can taste so good & a healthy snack .. I will definitely buy the sea salt Ocean's Halo seaweed snack sheets again.
5,Organic Seaweed Snacks Review,"Brandy W.,",27-Nov-18,The wasbi seaweed snacks are delicious! They give just the right kick of spicy and salty to curb those mid day snack cravings without eating a lot of junk. My kids love them too and its not a snack I feel guilty for giving them during tv time.
5,Organic Seaweed Snacks Review,"Paulette P.,",12-Nov-18,"I tried the organic seaweed snacks, they are tasty. Different from what I've ever smacked on. The Asian BBQ was also delicious. I'll definitely be replacing this sauce with my current one."
5,Organic Seaweed Snacks Review,"Fellica H.,",25-Nov-18,I try the Organic Seaweed Snacks Wasabi flavor and I find it to be delicious and more healthy snack to eat. This is perfect for my lunch or in my purse for a snack. It also comes in different flavors that I want to try.
4,Organic Seaweed Snacks Review,"Suzanne H.,",04-Dec-18,"Snack time, need something different for a change. Change is good, and so are these seaweed snacks. Tastier and healthier than a bag of chips. Why be mundane. You shouldn't. Neither should your snacks be. Try them and you'll recommend them too."
2,Organic Seaweed Snacks Review,"Alesha A.,",25-Jan-19,I think I might have been expecting something a little different. The Taste was terrible. It was more like taking I'm outside vitamin then having a snack.
5,Organic Seaweed Snacks Review,"Arian W.,",10-Jan-19,I love this product. I've tried others yours seems to be more flavorful. And I love the option of flavor from bacon to Korean BBQ. Awesome! Everyone should try at least one flavor!
3,Organic Seaweed Snacks Review,"Jillian D.,",27-Oct-18,The sea salt was a little too salty. The bacon flavor adds a great flavor to noodles and other sides. An taste better as a snack than sea salt. Great for cooking!
5,Organic Seaweed Snacks Review,"venesha C.,",09-Dec-18,"I added the bacon flavored seaweed snacks to my salad and while I was originally hesitant, I enjoyed it very much. I will be trying the other flavors soon."
5,Organic Seaweed Snacks Review,"Victoria T.,",31-Oct-18,Great flavor ! Bbq Korean is good for snacktime love the taste would definitely buy these on a regular basis it's a must have easy carry for anytime sancking
5,Organic Seaweed Snacks Review,"Charlene A.,",24-Jan-19,Loved this product glad I was able to try it for free. Fell in love with the taste and my children love it to. I already recommended it to my family and friends. Thank you
5,Organic Seaweed Snacks Review,"Katie S.,",29-Dec-18,I tried the chilli lime flavor and enjoyed it. I don't like the taste of seaweed and these make seaweed taste delicious! I can't wait to try all the flavors. Perfect quick snack.
5,Organic Seaweed Snacks Review,"Lizzie L.,",20-Feb-19,"I love snacking on seaweed! I have low iodine so it's the perfect snack for me and satisfies salt cravings. I also love all of the different flavors, but original will always be my favorite"
5,Organic Seaweed Snacks Review,"diana G.,",17-Dec-18,Wow it was mouth watering. The flavors just kept popping in your mouth. I am going to try all varieties. I put a little bit on salad and wow was it fantastic as an enhancer.
5,Organic Seaweed Snacks Review,"Stefany E.,",06-Dec-18,I've never tried this product before so I didn't know what to expect but I like it a lot. It tastes very good and also is different and healthy I really recommend it!
4,Organic Seaweed Snacks Review,"Sarah L.,",12-Nov-18,I was surprised with these. I was thinking they would be extremely salty and not have a good taste. But the Korean BBQ flavor was surprisingly good. I will purchase these again as a healthy snack
5,Organic Seaweed Snacks Review,"Rolanda T.,",29-Dec-18,I had already written a review. I will do it again. I really loved the Nori snacks seasalt. I love Nori anyway because it when I buy sushi I buy extra Nori to wrap around it. I do it the night before I eat the sushi and that softens the Nori.
3,Organic Seaweed Snacks Review,"James M.,",25-Nov-18,"I thought the sea salt flavor variety while fairly good, would not be an item that I could see eating on a regular basis, but would be an item that I would buy if none of my typical healthy snacks were availabe."
4,Organic Seaweed Snacks Review,"Grace C.,",25-Oct-18,I love this product! Seaweed snacks have always been one of my favorite things to eat when I get hungry and this brand with one of the best friends I have ever tried! Super crispy salty and savory
4,Organic Seaweed Snacks Review,"Jen K.,",12-Jan-19,"The texture of the product was surprising, but not as surprising as the fact that my 6 year old asked for this in her school snack for the next few days. If you get by the texture, product is beyond great."
4,Organic Seaweed Snacks Review,"Laurie Y.,",15-Feb-19,I tried Ocean's Halo seaweed snack sheets.It was sea salt flavor & it was very tasty! I would recommend these snacks to family & friends! It's a good snack to take on the go or in a lunch box!
3,Organic Seaweed Snacks Review,"amber C.,",26-Nov-18,"I did not enjoy these, but they could be for others! This was the first time I ever had any type of seaweed snack. The taste wasn't for me, but if others already like seaweed then I would try this!"
5,Organic Seaweed Snacks Review,"Natalie D.,",22-Jan-19,"This was a yummy product that I found to be a great snack. It definitely has that strong, unique seaweed flavor, but I love it! I ate it plain and I also put it on top of homemade miso soup - delish!"
